family,order,occurrence_count,individual_count
Protobuthidae,Scorpiones,1,
Protoceratiaceae,Gonyaulacales,159,29
Protoceratidae,Artiodactyla,2558,2644
Protocetidae,Cetacea,186,83
Protochitonidae,Lepidopleurida,145,53
Protochthoniidae,Sarcoptiformes,1,
Protocoleidae,Blattodea,1,
Protocoridae,Hemiptera,5,
Protocruziidae,Protocruziida,2665,
Protocucujidae,Coleoptera,675,609
Protocytheridae,Podocopida,887,1040
Protodidelphidae,Didelphimorphia,30,13
Protodiniferaceae,Noctilucales,3786,2225980
Protodinychidae,Mesostigmata,57,208
Protodiplatyidae,Dermaptera,38,3
Protodulichiidae,Amphipoda,3,3
Protogastraceae,Boletales,14,
Protoglomeridae,Glomerida,185,922
Protognathiidae,Isopoda,3,1
Protogryllidae,Orthoptera,64,2
Protogyrodactylidae,Dactylogyridea,59,45
Protohalimedaceae,Bryopsidales,1,
Protoheterastraeidae,Scleractinia,34,101
Protohydridae,Anthoathecata,172,79
Protohymenidae,Megasecoptera,119,87
Protoischnuridae,Scorpiones,9,
Protojaniridae,Isopoda,24,36
Protolenidae,Redlichiida,284,50
Protolitonotidae,Pleurostomatida,5,
Protolophidae,Opiliones,522,779
Protomeropidae,Mecoptera,126,125
Protomicrocotylidae,Mazocraeidea,198,430
Protomonotresidae,Prolecithophora,49,45
Protomphralidae,Diptera,2,
Protomycetaceae,Taphrinales,761,108
Protomyrmeleontidae,Odonata,54,2
Protoneuridae,Odonata,154,719
Protonodosariidae,Lagenida,254,6
Protopelagonemertidae,Polystilifera,74,113
Protopeltidae,Coleoptera,69,
Protoperidiniaceae,Peridiniales,184569,330722530
Protoperlidae,Grylloblattodea,3,2
Protophallaceae,Phallales,4,
Protophasmida,Eoblattida,2,
Protophasmidae,Blattodea,6,2
Protopleciidae,Diptera,73,
Protoplophoridae,Sarcoptiformes,116,74
Protopolyclinidae,Aplousobranchia,252,160
Protopsyllidiidae,Hemiptera,54,3
Protopteridae,Ceratodontiformes,2960,11189
Protoptilidae,Scleralcyonacea,4158,3495
Protoptychidae,Rodentia,29,8
Protoraphidaceae,Protoraphidales,306,
Protorchestiidae,Amphipoda,528,235
Protorhyphidae,Diptera,29,
Protoribatidae,Sarcoptiformes,812,752
Protoscatopsidae,Diptera,2,
Protoschizomidae,Schizomida,9,3
Protoscutellidae,Echinolampadacea,2729,3237
Protosiphonaceae,Chlamydomonadales,375,24
Protosirenidae,Sirenia,207,152
Protosolpugidae,Solifugae,3,1
Protosquillidae,Stomatopoda,2356,4482
Protosteliaceae,Protosteliales,101263,
Protostrigidae,Strigiformes,12,4
Protostrongylidae,Rhabditida,376,270
Protothelenellaceae,Ostropales,206,22
Prototrachelocercidae,Trachelocercida,219,15
Protoxenidae,Strepsiptera,1,
Protrelloididae,Rhabditida,22,67
Protroctopsocidae,Psocodea,2,
Protrodiplostomatidae,Diplostomida,3,
Protrudomycetaceae,Rhizophydiales,125,
Protziidae,Trombidiformes,2,
Proverrucidae,Sessilia,2,2
Provorticidae,Rhabdocoela,680,219
Prunellidae,Passeriformes,3562615,4819095
Pruvostitidae,Orthoptera,33,7
Prygidae,Cnemidolestodea,2,1
Prymnesiaceae,Prymnesiales,14803,418083
Psalidopodidae,Decapoda,230,531
Psammaspididae,Anaspidacea,33,3
Psammobiidae,Cardiida,34736,39298
Psammocarcinidae,Decapoda,8,2
Psammocoridae,Scleractinia,11052,3039
Psammocyclopinidae,Cyclopoida,118,31
Psammocytheridae,Podocopida,6,6
Psammodiscaceae,Rhaponeidales,87,
Psammorhynchidae,Rhabdocoela,98,22
Psammosphaeridae,Astrorhizida,2381,286
Psathyrellaceae,Agaricales,355183,537623
Psechridae,Araneae,853,530
Pselliodidae,Scutigeromorpha,517,75
Psenidae,Hymenoptera,94,1
Psephenidae,Coleoptera,22768,22468
Psettodidae,Pleuronectiformes,4213,3534
Pseudaeginidae,Narcomedusae,22,
Pseudagnostidae,Agnostida,196,6
Pseudaliidae,Rhabditida,1132,8751
Pseudamphilochidae,Amphipoda,4,5
Pseudanabaenaceae,Pseudanabaenales,30043,24676633
Pseudanthessiidae,Cyclopoida,890,8701
Pseudaphritidae,Perciformes,8805,34229
Pseudarchasteridae,Paxillosida,3381,3720
Pseudarietitidae,Goniatitida,84,202
Pseudasturidae,Psittaciformes,2,1
Pseudelcanidae,Orthoptera,2,
Pseudeurotiaceae,Thelebolales,51691,29802
Pseudholasteridae,Holasteroida,243,167
Pseudictopidae,Pilosa,75,23
Pseudidmoneidae,Cyclostomatida,43,17
Pseudidotheidae,Isopoda,114,64
Pseudingolfiellidae,Amphipoda,13,
Pseudoalteromonadaceae,Enterobacterales,22148,3
Pseudoammodiscidae,Fusulinida,93,9
Pseudoanemoniaceae,Gigartinales,104,9
Pseudoastrosphaeriellaceae,Pleosporales,43,
Pseudoaulophacidae,Spumellaria,1,
Pseudobacteriovoracaceae,Oligoflexales,4241,
Pseudoberkleasmiaceae,Pleosporales,25,4
Pseudobigaleaidae,Conocardiida,68,61
Pseudobolivinidae,Lituolida,377,13
Pseudocaeciliidae,Psocodea,2996,345
Pseudocarchariidae,Lamniformes,444,41
Pseudocarcinidae,Decapoda,374,36
Pseudocardiniidae,Trigoniida,3,
Pseudoceratinidae,Verongiida,1377,592
Pseudochactidae,Scorpiones,31,14
Pseudocharaciopsidaceae,Eustigmatales,341,
Pseudocheiridae,Diprotodontia,174805,74423
Pseudochelidae,Decapoda,26,33
Pseudocheylidae,Trombidiformes,46,50
Pseudochiridiidae,Pseudoscorpiones,20,12
Pseudochordaceae,Laminariales,76,
Pseudochromidae,Perciformes,19178,31689
Pseudocladophoraceae,Cladophorales,352,3
Pseudoclitocybaceae,Agaricales,17301,5574
Pseudoclymeniidae,Goniatitida,24,
Pseudococcidae,Hemiptera,49114,46900
Pseudococculinidae,Lepetellida,598,1511
Pseudocodiaceae,Bryopsidales,389,46
Pseudocohnilembidae,Hymenostomatida,8995,19
Pseudocoleodictyosporaceae,Pleosporales,22,
Pseudocolliniidae,Apostomatida,1413,1
Pseudocrangonyctidae,Amphipoda,196,89
Pseudocricetodontidae,Rodentia,1,
Pseudocumatidae,Cumacea,8399,329473
Pseudocyclopidae,Calanoida,431,10416
Pseudocyclopiidae,Calanoida,54,75
Pseudocycnidae,Siphonostomatoida,262,1129
Pseudodactylariaceae,Pseudodactylariales,461,
Pseudodactylogyridae,Dactylogyridea,38,5
Pseudodiaptomidae,Calanoida,2886,34347
Pseudodiclidophoridae,Mazocraeidea,7,5
Pseudodictyomitridae,Nassellaria,185,
Pseudodidymellaceae,Pleosporales,652,18
Pseudodielasmatidae,Terebratulida,528,333
Pseudodifflugiidae,Arcellinida,805,2
Pseudodistomidae,Aplousobranchia,1493,122
Pseudoditrichaceae,Pseudoditrichales,14,1
Pseudoendothyridae,Fusulinida,144,12
Pseudofusicoccaceae,Botryosphaeriales,239,
Pseudofusulinidae,Fusulinida,1433,278
Pseudogarypidae,Pseudoscorpiones,125,161
Pseudogastrioceratidae,Goniatitida,4,
Pseudogaudryinidae,Textulariida,1411,7502
Pseudohaloritidae,Goniatitida,133,17
Pseudohatschekiidae,Siphonostomatoida,4,34
Pseudoholophryidae,Pseudoholophryida,13,
Pseudohongiellaceae,Pseudomonadales,38377,
Pseudojaniridae,Isopoda,115,303
Pseudokeronopsidae,Urostylida,1791,
Pseudolaelapidae,Mesostigmata,74,133
Pseudolanciculidae,Lyssacinosida,6,
Pseudolepicoleaceae,Jungermanniales,1501,136
Pseudolepidinidae,Rotaliida,47,45
Pseudolepraliidae,Cheilostomatida,2,1
Pseudoleskeaceae,Hypnales,24402,999
Pseudoleskeellaceae,Hypnales,19585,1203
Pseudolestidae,Odonata,66,19
Pseudolingulidae,Lingulida,1303,183
Pseudolituotubidae,Endothyrida,24,8
Pseudolividae,Neogastropoda,3353,5003
Pseudolophiotremataceae,Pleosporales,42,
Pseudomassariaceae,Xylariales,1399,60
Pseudomassarinaceae,Pleosporales,4,
Pseudombrophilaceae,Pezizales,2307,686
Pseudomelanconidaceae,Diaporthales,4,
Pseudomelatomidae,Neogastropoda,27242,30365
Pseudomenoponidae,Psocodea,993,1061
Pseudomicrothoracidae,Nassulida,99,
Pseudomoerckiaceae,Pallaviciniales,1848,96
Pseudomonadaceae,Pseudomonadales,126915,13718
Pseudomonotidae,Pectinida,81,137
Pseudomugilidae,Atheriniformes,3653,12204
Pseudomuriellaceae,Sphaeropleales,322,1
Pseudomurraytrematidae,Dactylogyridea,151,143
Pseudomylacridae,Blattodea,1,
Pseudonannolenidae,Spirostreptida,1512,3328
Pseudonautilidae,Nautilida,222,64
Pseudonemasomatidae,Julida,1,
Pseudonephtheidae,Malacalcyonacea,39,0
Pseudonerthridae,Hemiptera,1,
Pseudoneureclipsidae,Trichoptera,6,
Pseudoniphargidae,Amphipoda,1282,2811
Pseudoniscidae,Xiphosurida,2,2
Pseudonocardiaceae,Mycobacteriales,79947,237613
Pseudonotidanidae,Hexanchiformes,12,
Pseudoparalegoceratidae,Goniatitida,310,77
Pseudoparrellidae,Rotaliida,15637,1112
Pseudopelobacteraceae,Geobacterales,74,
Pseudophasmatidae,Phasmida,8774,945
Pseudophoridae,Pleurotomariida,465,125
Pseudophyllodromiae,Blattodea,1,
Pseudophyllodromiidae,Blattodea,67,19
Pseudopimelodidae,Siluriformes,12155,22695
Pseudoplagiostomataceae,Diaporthales,82,4
Pseudoplasmoporidae,Heliolitina,18,
Pseudopolycentropidae,Mecoptera,15,
Pseudopolycentropodidae,Mecoptera,13,
Pseudopomyzidae,Diptera,145,28
Pseudoppiidae,Sarcoptiformes,12,
Pseudoproboscisporaceae,Atractosporales,118,1
Pseudopulicidae,Siphonaptera,6,
Pseudopyrenochaetaceae,Pleosporales,166,
Pseudoralfsiaceae,Ralfsiales,201,97
Pseudorbitoididae,Rotaliida,2565,292
Pseudorhinidae,Squatiniformes,90,13
Pseudorhombilidae,Decapoda,3284,5787
Pseudorthoceratidae,Orthocerida,2619,2607
Pseudorthonychiidae,Cycloneritida,5,
Pseudosaleniidae,Salenioida,41,43
Pseudoschizogoniidae,Pleurotomariida,3,
Pseudosciuridae,Rodentia,92,74
Pseudosculdidae,Stomatopoda,1,1
Pseudoscyliorhinidae,Carcharhiniformes,5,
Pseudosiricidae,Hymenoptera,116,50
Pseudosphaeritaceae,Rozellopsidales,1,
Pseudospirobolellidae,Spirobolida,139,126
Pseudosporidesmiaceae,Xylariales,12,
Pseudosquillidae,Stomatopoda,2161,2592
Pseudostaffellidae,Fusulinida,218,43
Pseudostenolestidae,Odonata,1,
Pseudostichopodidae,Persiculida,5823,3381
Pseudostigmatidae,Odonata,43,27
Pseudostomidae,Prolecithophora,527,381
Pseudotachidiidae,Harpacticoida,741,1102
Pseudotanaidae,Tanaidacea,2699,9711
Pseudothelphusidae,Decapoda,5064,8024
Pseudotirolitidae,Ceratitida,239,2
Pseudotobothriidae,Trypanorhyncha,90,27
Pseudotrachelocercidae,Nassulida,2,
Pseudotriakidae,Carcharhiniformes,773,79
Pseudotrichonotidae,Aulopiformes,73,5
Pseudotritoniidae,Neogastropoda,16,3
Pseudotruncatellaceae,Amphisphaeriales,21,
Pseudoturbinolidae,Scleractinia,13,3
Pseudoturcicidae,Seguenziida,2,
Pseudotyrannochthoniidae,Pseudoscorpiones,1724,2114
Pseudoudoteaceae,Bryopsidales,35,
Pseudourostylidae,Urostylida,4195,1
Pseudovalsaceae,Diaporthales,6,
Pseudovermidae,Nudibranchia,62,23
Pseudovidalinidae,Involutinida,43,19
Pseudoxanthobacteraceae,Rhizobiales,2442,
Pseudozeuxidae,Tanaidacea,26,86
Pseudoziidae,Decapoda,530,2216
Pseudumbellulidae,Scleralcyonacea,26,2
Psilenchidae,Rhabditida,25,8
Psilidae,Diptera,22779,18353
Psilocamaridae,Rhynchonellida,236,59
Psilodercidae,Araneae,308,59
Psilolechiaceae,Lecanorales,22187,2709
Psilopsocidae,Psocodea,40,
Psilopteridae,Gruiformes,9,1
Psilorhynchidae,Cypriniformes,483,529
Psilosiphonaceae,Batrachospermales,76,
Psilostomidae,Plagiorchiida,637,294
Psilotaceae,Psilotales,34601,11083
Psilotrichidae,Urostylida,4,
Psittacicellaceae,Enterobacterales,6,
Psittacidae,Psittaciformes,16067580,96851461
Psittaculidae,Psittaciformes,189591,563757
Psocidae,Psocodea,23567,9386
Psolidae,Dendrochirotida,9754,31234
Psophiidae,Gruiformes,15588,37108
Psophodidae,Passeriformes,420493,574371
Psoquillidae,Psocodea,201,21
Psoraceae,Lecanorales,54513,10668
Psoralgidae,Sarcoptiformes,734,392
Psorergatidae,Trombidiformes,4434,1368
Psoropteridae,Cnemidolestodea,1,
Psoroptidae,Sarcoptiformes,2686,669
Psoroptoididae,Sarcoptiformes,2738,1107
Psorospermidae,Eccrinida,15,
Psuedorthoceratidae,Orthocerida,401,448
Psychidae,Lepidoptera,119847,218030
Psychocidaridae,Cidaroida,465,816
Psychodidae,Diptera,682545,582991
Psychomyidae,Trichoptera,29,5
Psychomyiidae,Trichoptera,91785,132152
Psychopsidae,Neuroptera,795,772
Psychrobiaceae,Enterobacterales,6712,
Psychrolutidae,Scorpaeniformes,19826,66114
Psychromonadaceae,Enterobacterales,20353,
Psychropotidae,Elasipodida,7911,5637
Psychroteuthidae,Oegopsida,324,356
Psyllidae,Hemiptera,89422,2098131
Psyllipsocidae,Psocodea,946,604
Pterastericolidae,Rhabdocoela,101,40
Pterasteridae,Velatida,9720,9765
Ptereleotridae,Perciformes,14,11
Pteridaceae,Polypodiales,1126303,309742
Pteridomylacridae,Blattodea,49,6
Pteridophyllaceae,Ranunculales,514,28
Pterigynandraceae,Hypnales,16857,957
Pteriidae,Ostreida,13310,18783
Pterineidae,Ostreida,9121,9239
Pterinopectinidae,Pectinida,3521,879
Pterinopsyllidae,Cyclopoida,16,16
Pterinotrematidae,Mazocraeidea,20,66
Pterobothriidae,Trypanorhyncha,175,72
Pterobryaceae,Hypnales,22748,27797
Pterobryellaceae,Hypnodendrales,1076,34
Pterocardiidae,Cardiida,123,58
Pterocephaliidae,Asaphida,2686,1120
Pterocimicidae,Hemiptera,6,
Pterocladiaceae,Gelidiales,16145,37015
Pterocladiophilaceae,Gracilariales,235,6
Pteroclidae,Ciconiiformes,390,
Pteroclididae,Pteroclidiformes,203085,2852633
Pterocomidae,Comatulida,38,10
Pterocorythidae,Nassellaria,10328,7101
Pterodesmidae,Polydesmida,1,1
Pteroeididae,Pennatulacea,3,
Pterogeniidae,Coleoptera,85,19
Pterognathiidae,Filospermoidea,59,53
Pterogorgiidae,Malacalcyonacea,3768,5088
Pterokrohniidae,Aphragmophora,1,
Pterolichidae,Sarcoptiformes,2511,537
Pterolonchidae,Lepidoptera,600,231
Pteromalidae,Hymenoptera,142303,103256
Pteromalini,Hymenoptera,26,1
Pteronarcyidae,Plecoptera,10504,7400
Pteronyssidae,Sarcoptiformes,461,233
Pterophoridae,Lepidoptera,386150,597277
Pteroplistidae,Orthoptera,30,29
Pteropodidae,Chiroptera,246367,22528019
Pterosagittidae,Aphragmophora,3146,1562
Pterospermataceae,Halosphaerales,8820,12499949
Pterotracheidae,Littorinimorpha,2125,3391
Pterotrigoniidae,Trigoniida,2463,1318
Pterulaceae,Agaricales,6151,12193
Pterygometopidae,Phacopida,3984,1028
Pterygorhabditidae,Rhabditida,19,
Pterygosomatidae,Trombidiformes,2440,3070
Pthiridae,Psocodea,439,711
Ptilichthyidae,Perciformes,324,126
Ptilidiaceae,Ptilidiales,58614,1048290
Ptiliidae,Coleoptera,76125,146429
Ptilocercidae,Scandentia,79,54
Ptilocerembiidae,Embioptera,29,4
Ptilocodiidae,Anthoathecata,126,7
Ptilocolepidae,Trichoptera,7,
Ptilodactylidae,Coleoptera,39858,21843
Ptilodictyidae,Cryptostomida,1029,4383
Ptilogonatidae,Passeriformes,666170,2109999
Ptilometridae,Comatulida,379,436
Ptiloneuridae,Psocodea,429,1580
Ptilonorhynchidae,Passeriformes,439003,571420
Ptiloxenidae,Sarcoptiformes,293,58
Ptinidae,Coleoptera,64867,67138
Ptismidae,Coleoptera,1,
Ptochacaridae,Mesostigmata,2,1
Ptychadenidae,Anura,33712,10895
Ptychagnostidae,Agnostida,3553,1201
Ptychaspididae,Asaphida,840,855
Ptychatractidae,Neogastropoda,1845,1515
Ptychitidae,Ceratitida,435,49
Ptychocarpaceae,Marattiales,115,7
Ptychocaulidae,Pleurotomariida,60,24
Ptychoceratodontidae,Ceratodontiformes,425,4
Ptychocladiidae,Fusulinida,2,1
Ptychocylidae,Tintinnida,2511,5311
Ptychocylididae,Tintinnida,2645,116883
Ptychodactinidae,Actiniaria,47,7
Ptychodiscaceae,Gymnodiniales,7924,375164
Ptychogasteridae,Trachymedusae,4,2
Ptychogastriidae,Trachymedusae,160,25
Ptychogonimidae,Plagiorchiida,57,32
Ptychomitriaceae,Grimmiales,33421,35149108
Ptychomniaceae,Ptychomniales,13768,761
Ptychomphalidae,Pleurotomariida,379,136
Ptychomyidae,Venerida,14,8
Ptychopariidae,Ptychopariida,3704,3135
Ptychoparioidae,Ptychopariida,13,3
Ptychopteridae,Diptera,26108,20379
Ptychotrygonidae,Rajiformes,26,65
Ptyssalgidae,Sarcoptiformes,15,
Pucciniaceae,Pucciniales,764878,104007
Pucciniastraceae,Pucciniales,54808,16301
Pucciniosiraceae,Pucciniales,2486,1
Pudeoniscidae,Isopoda,88,278
Pugnacidae,Rhynchonellida,2225,3173
Pugnellidae,Littorinimorpha,241,177
Pukiidae,Cydippida,18,
Pulchrinodaceae,Bryales,382,5
Pulicidae,Siphonaptera,37357,59128
Pulleniatinidae,Rotaliida,29382,1241
Pulleniidae,Rotaliida,30645,1412
Pulsellidae,Gadilida,4302,8332
Pulvinitidae,Ostreida,59,86
Pulvinulaceae,Pezizales,3504,569
Pumiliopimoidae,Araneae,1,
Punciidae,Palaeocopida,5,1
Punctariaceae,Dictyosiphonales,3015,150
Punctidae,Stylommatophora,63734,231926
Punctoribatidae,Sarcoptiformes,6930,5425
Punctulariaceae,Corticiales,3786,272
Puniceicoccaceae,Opitutales,89915,265
Puniceispirillaceae,Puniceispirillales,1450,
Pupillidae,Stylommatophora,37595,133942
Pupinidae,Architaenioglossa,10023,19502
Purgatoriidae,Primates,2503,1277
Purpurinidae,Neogastropoda,404,153
Purpuroideidae,Littorinimorpha,157,19
Pussellidae,Podocopida,171,118
Pustuloporidae,Cyclostomatida,338,30
Putoidae,Hemiptera,125,
Putranjivaceae,Malpighiales,46277,29692
Pycinasteridae,Valvatida,3,
Pycnococcaceae,Pseudoscourfieldiales,10199,1216
Pycnogonidae,Pantopoda,3381,3727
Pycnolithidae,Heliolitina,16,1
Pycnonotidae,Passeriformes,6288482,29144876
Pycnopodiidae,Forcipulatida,1,
Pycnoporellaceae,Polyporales,11574,9150
Pycnoraceae,Candelariales,4271,515
Pycnoscelidae,Blattodea,12,
Pycnosteroididae,Beryciformes,4,1
Pycnothelidae,Araneae,3632,2007
Pycnotrichidae,Trichostomatida,98,
Pyemotidae,Trombidiformes,1527,1417
Pygidicranidae,Dermaptera,1012,467
Pygiopsyllidae,Siphonaptera,728,1232
Pygmaellidae,Rhynchonellida,1,
Pygmaeomycetaceae,Umbelopsidales,40,
Pygmaeosomatidae,Chordeumatida,57,207
Pygmephoridae,Trombidiformes,6416,11466
Pygocephalidae,Mysida,328,214
Pygopidae,Terebratulida,516,97
Pylaisiaceae,Hypnales,305709,143172
Pylaisiadelphaceae,Hypnales,78708,30528
Pylobotryidae,Nassellaria,30,30
Pylochelidae,Decapoda,1140,1645
Pylojacquesidae,Decapoda,2,1
Pyloniidae,Spumellaria,5631,11297
Pyragraphoridae,Mazocraeidea,32,43
Pyralidae,Lepidoptera,1003325,897166
Pyramidopidae,Opiliones,136,36
Pyramidulidae,Stylommatophora,11457,11200
Pyramimitridae,Neogastropoda,167,547
Pyramimonadaceae,Pyramimonadales,45822,968207
Pyramispongiidae,Spumellaria,17,
Pyrenidiaceae,Pleosporales,580,26
Pyrenochaetopsidaceae,Pleosporales,330,
Pyrenomonadaceae,Pyrenomonadales,13077,277481
Pyrenotrichaceae,Chaetothyriales,64,1
Pyrenulaceae,Pyrenulales,62614,116953
Pyrgacrididae,Orthoptera,14,3
Pyrgodesmidae,Polydesmida,1835,2582
Pyrgomatidae,Sessilia,5438,2347
Pyrgomorphidae,Orthoptera,34908,13754
Pyrgotidae,Diptera,3699,586
Pyriculariaceae,Magnaporthales,5389,1
Pyrinomonadaceae,Pyrinomonadales,22575,63778
Pyrirhynchidae,Heteramorphida,2,6
Pyrisinellidae,Cheilostomatida,42,3
Pyrisporaceae,Diaporthales,4,
Pyritaraneidae,Araneae,4,
Pyrochroidae,Coleoptera,80043,51562
Pyrocystaceae,Pyrocystales,8326,805795
Pyrodictiaceae,Sulfolobales,131,
Pyroglyphidae,Sarcoptiformes,2973,755
Pyronemataceae,Pezizales,247012,381882
Pyropeltidae,Lepetellida,267,3111
Pyrophacaceae,Gonyaulacales,9873,1042712
Pyrosejidae,Mesostigmata,36,31
Pyrosomatidae,Pyrosomatida,7750,291023
Pyrostephidae,Siphonophorae,562,5999
Pyroteuthidae,Oegopsida,4203,9302
Pyrrhocoridae,Hemiptera,202746,320279949
Pyrrhocorides,Hemiptera,2,1
Pyrsonymphidae,Oxymonadida,116,4
Pyruspongiidae,Lyssacinosida,5,
Pythiaceae,Peronosporales,28270,12
Pythidae,Coleoptera,5044,7342
Pythiogetonaceae,Peronosporales,95,
Pyuridae,Stolidobranchia,35509,41913534
Pyxicephalidae,Anura,37025,10909
Pyxidiophoraceae,Pyxidiophorales,509,3
Pyxillaceae,Rhizosoleniales,1610,52
QEVD01,DRLW01,2,
QQVD01,UBA5704,35,
QS-9-68-17,Halobacteriales,21,
Qinococcidae,Hemiptera,13,53
Qinviridae,Muvirales,30,
Qiyangiricaniidae,Hemiptera,1,
Quadricellariidae,Cheilostomatida,1621,750
Quadrigyridae,Gyracanthocephala,214,242
Quadrijugatoridae,Palaeocopida,313,1146
Quadrimorphinidae,Rotaliida,3032,80
Quadrisphaeraceae,Actinomycetales,71,2103
Quadriviridae,Ghabrivirales,13,
Quadroppiidae,Sarcoptiformes,2835,5503
Quambalariaceae,Microstromatales,717,
Quasiendothyridae,Endothyrida,22,4
Quasillitidae,Platycopida,731,1204
Quasimullidae,Perciformes,1,
Quasipolycopidae,Halocyprida,4,
Quasiramulariaceae,Quasiramulariales,2,
Qudsianematidae,Dorylaimida,6889,81591
Quenstedtiidae,Cardiida,93,29
Quercymegapodiidae,Galliformes,1,
Quiinaceae,Malpighiales,10936,5226
Quillajaceae,Fabales,2943,607
Quimperiidae,Rhabditida,197,348
RGVZ01,Oligoflexales,136,
RGZB01,Rickettsiales,1,
RS24,Parvibaculales,317,
RSA9,Longimicrobiales,8,
RUG14156,Gastranaerophilales,1,
Raaschiidae,Grylloblattodea,1,
Rachycentridae,Perciformes,13624,2052
Racodiaceae,Capnodiales,188,4
Racopilaceae,Hypnodendrales,15792,68993
Radialiplicataceae,Paraliales,9,
Radiasteridae,Paxillosida,136,72
Radiicephalidae,Lampriformes,63,37
Radiococcaceae,Sphaeropleales,4133,6941799
Radiolitidae,Hippuritida,6510,1310
Radiomycetaceae,Mucorales,84,
Radiophronidae,Hymenoptera,10,
Radiophryidae,Astomatida,1246,
Radiotrabeculoporidae,Agelasida,81,
Radulaceae,Porellales,112507,16384
Radulomycetaceae,Agaricales,18863,1978
Raetomyidae,Myida,18,46
Rafaelianidae,Plecoptera,1,
Rafflesiaceae,Malpighiales,929,122
Ragadidae,Diptera,868,1502
Raillietiidae,Mesostigmata,64,34
Rajidae,Rajiformes,386816,1157695
Rakiroidae,Amphipoda,5,27
Ralfimartitidae,Trepostomatida,172,3
Ralfinidae,Fenestrida,12,
Ralfsiaceae,Ralfsiales,27166,4863
Rallidae,Gruiformes,23234393,544009662
Rallidentidae,Ephemeroptera,318,941
Ramajendidae,Parachela,32,22
Ramalinaceae,Lecanorales,538137,361225
Ramazzottidae,Parachela,8,
Ramazzottiidae,Parachela,906,542
Ramboldiaceae,Lecanorales,22325,9081
Ramonalinidae,Myalinida,12,
Ramositidae,Goniatitida,61,9
Ramphastidae,Piciformes,1518616,3039694
Ramphoprionidae,Eunicida,68,
Randiellidae,Randiellida,89,64
Ranellidae,Littorinimorpha,4833,2748
Rangomaramidae,Diptera,162,60
Ranidae,Anura,2254490,18999160
Raninidae,Decapoda,4806,7228
Ranixalidae,Anura,1307,413
Ransomnematidae,Rhabditida,15,2
Ranunculaceae,Ranunculales,11054987,152532627
Raoellidae,Artiodactyla,54,13
Rapateaceae,Poales,9917,3530
Rapazidae,Rapazida,9,
Raperosteliaceae,Dictyosteliales,288,
Raphidascarididae,Rhabditida,3217,1660
Raphididae,Plecoptera,3,
Raphidiidae,Raphidioptera,21006,12338
Raphidiomimidae,Blattodea,78,
Raphidiophryidae,Centrohelida,63,1
Raphignathidae,Trombidiformes,506,330
Raphiophoridae,Asaphida,3342,1367
Raphitomidae,Neogastropoda,35088,43504
Rapismatidae,Plecoptera,1,
Rarobacteraceae,Actinomycetales,118,
Raskyellaceae,Charales,1,
Rasnicynipidae,Hymenoptera,1,
Rasnitsynaphididae,Hemiptera,3,
Raspailiidae,Axinellida,15877,5316
Rastodentidae,Littorinimorpha,72,352
Rastrognathiidae,Bursovaginoidea,7,
Rataniidae,Siphonostomatoida,58,55
Ratardidae,Lepidoptera,24,20
Ratemiidae,Psocodea,12,40
Rathkeidae,Anthoathecata,1555,894
Rathouisiidae,Systellommatophora,474,51
Rathymotheriidae,Pilosa,1,
Raveneliaceae,Pucciniales,16459,924
Raymondinidae,Ptychopariida,26,16
Raymondionymidae,Coleoptera,14,4
Readerielliopsidaceae,Capnodiales,143,
Receptaculitaceae,Receptaculitales,7070,1083
Rectarcturidae,Isopoda,115,665
Rectellidae,Palaeocopida,62,
Rectijanuidae,Sarcoptiformes,87,3
Rectoclymeniidae,Clymeniida,11,1
Rectonariidae,Podocopida,32,1
Reculidae,Reculoidea,163,255
Recurvirostridae,Charadriiformes,5389166,143195426
Redlichiidae,Redlichiida,736,772
Redlichinidae,Redlichiida,39,3
Redondoviridae,Recrevirales,3,
Redoniidae,Actinodontida,114,18
Redonographaceae,Ostropales,45,1
Reduviidae,Hemiptera,330993,579932
Regalecidae,Lampriformes,737,259
Regaliidae,Amphipoda,3,4
Regiatidae,Orthoptera,8,
Regmatodontaceae,Hypnales,505,45131
Regulidae,Passeriformes,13997511,39788997
Reguliidae,Passeriformes,2,
Rehmanniaceae,Lamiales,1927,39
Reichelinidae,Fusulinida,255,
Reighardiidae,Cephalobaenida,32,13
Reimaniphylliidae,Scleractinia,624,177
Reithroparamyidae,Rodentia,349,110
Relicanthidae,Actiniaria,26,6
Remaneicidae,Lituolida,309,5731
Remingtonocetidae,Cetacea,58,19
Remizidae,Passeriformes,1193082,2875740
Remopleuridae,Asaphida,25,12
Remopleurididae,Asaphida,3417,1079
Renaudarctidae,Arthrotardigrada,20,2
Renicolidae,Plagiorchiida,425,74
Reniferidae,Plagiorchiida,132,340
Renillidae,Scleralcyonacea,1553,8678
Rentoniidae,Coleoptera,228,15
Reophacellidae,Lituolida,810,458
Reophacidae,Lituolida,10088,63051
Reoviridae,Reovirales,39653,
Repetobasidiaceae,Hymenochaetales,3090,255
Reptariidae,Cyclostomatida,118,129
Requienellaceae,Pyrenulales,537,19
Requieniidae,Hippuritida,966,170
Resedaceae,Brassicales,378083,217430
Resinacaridae,Trombidiformes,33,14
Resomiidae,Siphonophorae,58,243
Restionaceae,Poales,173874,352460
Resultomonadaceae,Marsupiomonadales,466,2
Reticulariaceae,Cribrariales,538,1
